Field No,lab Serial,Prospect,Type,x,y,z,Depth(m),Unnamed: 8,QA/QC,Au,Ag,Al,As,Au.1,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr
,,,,,,,From,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC.BH21.052,1095.0,JAT-P3,RC,498848.164,2144441.389,281.248,53,54,,<0.01,0.12,1.44,3.2,<0.02,<10,30,0.31,0.09,1.65,0.1,355,16.9,79.0,0.83,59.6,3.55,8.93,0.25,0.21,0.01,0.097,0.38,185,17.3,0.91,495.0,6.53,0.16,0.79,24.9,600,2.2,17.2,0.004,0.47,0.08,9.7,0.9,0.7,17.5,0.01,0.03,13.6,0.283,0.25,1.07,77,1.18,17.95,70.0,4.1
RC.BH21.053,1096.0,JAT-P3,RC,498848.164,2144441.389,280.248,54,55,,<0.01,0.05,2.07,1.4,<0.02,<10,100,0.35,0.05,1.48,0.15,421,17.7,105.0,2.75,20.2,4.77,12.35,0.26,0.16,0.01,0.1,1.29,220,33.1,1.44,615.0,5.76,0.12,0.45,36.2,520,2.2,53.3,0.002,0.13,0.05,10.2,0.4,0.8,18.6,0.01,0.01,15.5,0.354,0.34,1.03,102,0.8,18.05,120.0,3
RC.BH21.054,1097.0,JAT-P3,RC,498848.164,2144441.389,279.248,55,56,,<0.01,0.1,1.95,1.9,<0.02,<10,110,0.54,0.1,1.93,0.29,>500,15.7,121.0,2.41,33.3,4.76,15.45,0.4,0.14,0.01,0.172,1.14,380,27.6,1.0,791.0,8.24,0.06,1.06,53.3,410,4.4,55.2,0.004,0.31,0.1,10.6,1.3,1.3,25.9,0.01,0.03,33.8,0.263,0.42,2.1,93,0.73,25.9,180.0,2.6
RC.BH22.010,1100.0,JAT-P3,RC,498900.142,2144435.579,323.058,11,12,,<0.01,0.05,1.97,1.7,<0.02,<10,110,2.21,0.13,5.26,0.33,37.1,21.7,108.0,2.17,77.2,4.79,8.44,0.07,0.11,<0.01,0.061,0.4,18.7,10.0,1.04,925.0,5.44,0.17,0.07,36.7,430,9.1,50.3,0.002,0.02,0.07,17.1,0.3,1,56.1,0.01,<0.01,6.1,0.083,0.29,1.07,107,0.16,25.4,117.0,1.7
,1101.0,JAT-P3,QA/QC,,,,,,Duplicate of RC.BH22.034,0.31,0.75,0.47,21,0.09,<10,40,0.97,5.19,1.89,2.93,32.9,10.6,75.0,0.14,67.4,13.7,3.43,0.14,0.06,0.01,0.764,0.32,15.2,1.1,0.41,9930.0,13.5,0.01,0.09,18.0,290,126.5,9.0,0.002,0.01,0.33,4.0,1.1,0.3,54.4,<0.01,<0.01,5.2,0.006,0.07,2.63,7,1.07,10.35,195.0,2.3
RC.BH22.011,1102.0,JAT-P3,RC,498900.142,2144435.579,322.058,12,13,,<0.01,0.14,0.71,1.4,<0.02,<10,60,0.69,0.78,0.38,0.33,121.5,3.6,28.0,2.71,34.8,2.89,7.66,0.11,0.27,0.05,0.106,0.5,55.7,9.0,0.31,811.0,6.98,0.02,0.74,10.4,300,27.4,66.9,0.003,<0.01,0.12,3.5,0.4,2.2,15.1,0.02,<0.01,11.9,0.069,0.37,1.95,7,0.96,46.9,124.0,8.6
RC.BH22.012,1103.0,JAT-P3,RC,498900.142,2144435.579,321.058,13,14,,<0.01,0.04,0.91,18.3,<0.02,<10,70,1.84,0.18,4.22,0.14,59.2,12.4,129.0,0.4,22.5,2.84,3.82,<0.05,0.07,0.01,0.049,0.23,28.2,3.8,0.28,730.0,8.59,0.08,0.07,43.4,280,8.4,14.5,0.002,0.06,0.21,6.7,0.4,0.7,38.7,0.01,<0.01,11.7,0.006,0.1,1.9,25,0.24,20.1,60.0,2
RC.BH22.013,1104.0,JAT-P3,RC,498900.142,2144435.579,320.058,14,15,,0.01,0.06,1.12,3.3,<0.02,<10,40,2.05,0.13,3.28,0.16,64.4,14.1,217.0,1.3,18.6,2.64,5.46,0.1,0.09,0.01,0.069,0.26,30.8,5.3,0.52,632.0,10.4,0.08,0.08,70.6,270,8.8,25.7,0.001,0.01,0.06,7.8,0.8,1.4,37.0,0.01,<0.01,12.2,0.027,0.15,1.93,24,0.39,22.9,66.0,2.4
RC.BH22.014,1105.0,JAT-P3,RC,498900.142,2144435.579,319.058,15,16,,<0.01,0.06,0.78,1.1,<0.02,<10,30,1.38,0.13,2.3,0.1,79.7,5.2,129.0,0.47,10.8,1.85,4.0,0.08,0.1,0.01,0.054,0.15,36.6,2.6,0.19,399.0,12.0,0.08,0.1,18.5,260,6.6,11.4,0.003,0.01,0.06,5.3,<0.2,1,27.0,0.01,<0.01,14.7,0.012,0.06,1.5,13,0.47,22.8,44.0,2.8
RC.BH22.015,1106.0,JAT-P3,RC,498900.142,2144435.579,318.058,16,17,,<0.01,0.06,1.36,4.2,<0.02,<10,40,3.87,0.42,5.57,0.21,44.3,22.2,124.0,1.26,29.6,4.68,5.7,0.11,0.09,0.01,0.068,0.21,21.5,6.0,0.45,770.0,7.41,0.08,<0.05,43.0,470,9.6,20.9,0.003,0.01,0.08,15.2,0.4,0.7,51.4,0.01,<0.01,6.7,0.008,0.1,2.02,60,0.24,27.2,82.0,2
RC.BH22.016,1107.0,JAT-P3,RC,498900.142,2144435.579,317.058,17,18,,0.01,0.11,0.72,6.9,<0.02,<10,80,1.62,0.3,2.41,0.15,72.4,7.4,121.0,0.21,40.5,2.31,3.02,0.11,0.1,<0.01,0.062,0.25,34.2,2.4,0.18,920.0,12.0,0.05,0.05,17.1,260,6.6,11.7,0.001,0.01,0.19,3.0,0.4,0.5,31.1,0.01,0.01,14.9,<0.005,0.1,2.24,15,0.51,15.85,31.0,2.5
RC.BH22.017,1108.0,JAT-P3,RC,498900.142,2144435.579,316.058,18,19,,<0.01,0.11,0.38,1.6,<0.02,<10,30,0.53,0.35,0.21,0.06,77.8,1.8,139.0,0.13,42.8,1.02,2.1,0.08,0.13,0.02,0.037,0.21,35.8,0.8,0.05,160.0,13.6,0.05,0.73,5.9,30,7.0,8.2,<0.001,<0.01,0.07,2.3,<0.2,0.6,6.7,0.01,<0.01,24,<0.005,0.04,2.44,4,0.7,22.5,22.0,3.2
RC.BH22.018,1109.0,JAT-P3,RC,498900.142,2144435.579,315.058,19,20,,<0.01,0.1,0.71,1,<0.02,<10,50,1.07,0.15,1.34,0.09,77.1,3.7,142.0,0.49,18.2,2.0,4.47,0.1,0.12,0.02,0.063,0.24,36.1,3.7,0.18,455.0,12.65,0.06,0.29,11.0,300,6.7,17.3,0.001,0.01,0.09,4.8,<0.2,1.4,18.0,<0.01,0.01,15.4,0.027,0.09,2.37,11,0.56,21.8,53.0,3.7
RC.BH22.019,1110.0,JAT-P3,RC,498900.142,2144435.579,314.058,20,21,,<0.01,0.06,0.99,1.7,<0.02,<10,50,1.92,0.23,1.46,0.15,84.6,5.1,108.0,0.33,24.4,2.38,5.11,0.09,0.07,0.02,0.073,0.24,40.4,3.2,0.22,612.0,10.75,0.05,0.06,7.3,480,7.5,14.7,0.002,0.01,0.11,4.4,0.5,1,27.8,0.01,<0.01,14.4,0.014,0.1,2.36,11,0.52,18.8,49.0,2.2
RC.BH22.020,1111.0,JAT-P3,RC,498900.142,2144435.579,313.058,21,22,,0.01,0.06,1.19,1.7,<0.02,<10,70,2.0,0.24,2.44,0.17,69.2,9.3,102.0,0.93,21.5,3.31,5.97,0.13,0.09,0.01,0.071,0.4,33,5.7,0.37,768.0,9.97,0.04,0.1,13.2,470,6.8,30.1,0.002,<0.01,0.12,7.6,<0.2,1,33.9,0.01,0.01,11.9,0.033,0.19,2.17,37,0.39,19.05,57.0,2.2
RC.BH22.021,1112.0,JAT-P3,RC,498900.142,2144435.579,312.058,22,23,,<0.01,0.06,0.81,1,<0.02,<10,50,1.24,0.16,1.67,0.08,75.1,3.9,121.0,0.38,25.0,2.09,4.29,0.09,0.06,0.01,0.039,0.3,35.6,2.6,0.16,457.0,12.8,0.04,0.16,6.3,380,5.9,17.7,0.001,0.01,0.09,3.5,<0.2,0.8,18.3,0.01,<0.01,13.9,0.02,0.08,1.63,9,0.37,16.65,46.0,1.7
RC.BH22.022,1113.0,JAT-P3,RC,498900.142,2144435.579,311.058,23,24,,<0.01,0.08,1.92,1.3,<0.02,<10,80,1.69,0.2,2.63,0.11,62.7,17.2,112.0,1.93,55.1,4.5,8.96,0.12,0.11,0.01,0.071,0.66,28.9,9.9,1.0,756.0,8.33,0.04,0.09,26.0,540,5.3,57.1,0.001,0.02,0.09,12.0,<0.2,1.2,36.0,0.01,0.01,10.7,0.103,0.28,1.24,80,0.29,21.7,76.0,1.8
RC.BH22.023,1114.0,JAT-P3,RC,498900.142,2144435.579,310.058,24,25,,<0.01,0.27,2.55,1.2,<0.02,<10,130,2.32,0.38,4.53,0.13,31.9,35.7,78.0,2.99,145.5,7.16,12.15,0.16,0.16,0.02,0.093,0.87,14,14.5,1.83,1230.0,3.99,0.05,<0.05,42.9,800,4.4,74.8,0.002,0.05,0.08,21.3,0.5,0.9,64.8,0.01,0.02,3.3,0.168,0.41,0.97,156,0.23,20.9,99.0,1.9
RC.BH22.024,1115.0,JAT-P3,RC,498900.142,2144435.579,309.058,25,26,,<0.01,0.16,0.99,10.9,<0.02,<10,50,2.89,0.5,3.55,0.19,34.1,25.6,82.0,0.58,77.3,5.31,4.5,0.11,0.1,0.01,0.072,0.34,14.9,3.7,0.6,1620.0,8.29,0.03,<0.05,27.2,570,11.4,21.7,0.005,0.11,0.31,13.5,<0.2,1,57.1,0.01,0.02,5.9,0.01,0.13,2.53,61,0.33,20.2,86.0,2.6
RC.BH22.025,1116.0,JAT-P3,RC,498900.142,2144435.579,308.058,26,27,,0.08,0.32,0.55,35.4,0.09,<10,50,1.76,3.23,2.7,0.17,53.6,17.4,76.0,0.38,115.0,7.38,3.0,0.16,0.15,<0.01,0.354,0.36,24.3,1.8,0.63,4100.0,11.55,0.01,0.14,18.2,240,24.4,16.8,<0.001,0.01,0.36,5.3,<0.2,0.4,60.4,0.01,0.01,8.4,0.005,0.13,2.66,12,0.63,12.7,52.0,5.4
RC.BH22.026,1117.0,JAT-P3,RC,498900.142,2144435.579,307.058,27,28,,0.02,0.19,0.58,16.2,0.03,10,30,1.12,1.02,1.96,0.09,74.3,8.7,118.0,0.39,51.2,2.12,2.4,0.09,0.19,0.01,0.051,0.31,33.9,2.2,0.31,769.0,13.3,0.03,0.12,11.0,170,15.9,17.2,0.001,0.01,0.25,3.3,<0.2,0.5,26.6,<0.01,0.03,13.1,<0.005,0.11,2.37,10,0.54,10.65,28.0,5.1
RC.BH22.027,1118.0,JAT-P3,RC,498900.142,2144435.579,306.058,28,29,,<0.01,0.09,0.68,15.3,<0.02,<10,30,2.01,1.59,2.04,0.12,75,10.8,121.0,0.4,43.7,2.38,3.03,0.08,0.1,0.01,0.057,0.28,34.4,1.6,0.23,863.0,13.2,0.02,0.12,18.3,220,9.8,16.6,0.003,0.01,0.18,6.6,0.4,0.8,32.5,0.01,<0.01,13.8,<0.005,0.11,3.19,18,0.39,17.05,52.0,3.2
RC.BH22.028,1119.0,JAT-P3,RC,498900.142,2144435.579,305.058,29,30,,<0.01,0.1,0.7,7,<0.02,<10,30,1.78,0.39,2.22,0.12,72.5,7.8,127.0,0.43,36.1,2.19,3.23,0.08,0.12,0.02,0.042,0.27,34.7,1.5,0.32,715.0,17.1,0.02,0.1,10.9,140,8.8,15.9,0.001,0.01,0.19,5.6,<0.2,0.5,26.3,0.01,<0.01,13.5,<0.005,0.09,2.84,13,0.53,16.5,46.0,4
RC.BH22.029,1120.0,JAT-P3,RC,498900.142,2144435.579,304.058,30,31,,<0.01,0.1,0.53,6.7,<0.02,10,30,1.3,0.4,2.24,0.07,57,5.0,129.0,0.35,43.6,1.76,2.55,0.1,0.15,0.01,0.04,0.24,26.4,1.2,0.32,608.0,16.45,0.03,1.39,8.8,130,7.6,14.6,<0.001,0.01,0.16,2.4,<0.2,0.4,26.6,0.02,<0.01,10,<0.005,0.06,3.72,6,0.55,16.15,31.0,4.1
RC.BH22.030,1121.0,JAT-P3,RC,498900.142,2144435.579,303.058,31,32,,<0.01,0.12,0.89,9.1,<0.02,10,40,2.24,0.44,2.12,0.22,52.9,10.9,121.0,0.73,64.9,3.01,3.96,0.11,0.12,0.01,0.055,0.37,24.2,3.8,0.53,960.0,13.6,0.03,0.61,14.9,310,11.9,26.0,<0.001,0.02,0.21,7.4,<0.2,1,30.3,0.02,0.02,9.8,0.009,0.16,3.9,30,0.46,18.35,62.0,3.4
RC.BH22.031,1122.0,JAT-P3,RC,498900.142,2144435.579,302.058,32,33,,<0.01,0.1,0.61,6.4,<0.02,<10,30,2.02,0.37,2.74,0.1,68.9,8.0,112.0,0.4,36.7,2.67,2.83,0.09,0.14,0.02,0.062,0.22,31.9,1.6,0.75,986.0,11.75,0.02,0.09,12.0,240,7.5,13.3,0.001,0.01,0.13,7.0,0.3,0.7,35.9,0.01,0.02,12.2,<0.005,0.09,2.87,17,0.45,23.0,39.0,2.8
RC.BH22.032,1123.0,JAT-P3,RC,498900.142,2144435.579,301.058,33,34,,<0.01,0.1,0.58,5.9,<0.02,<10,30,1.51,0.27,1.94,0.35,77.5,9.1,120.0,0.36,35.3,2.63,2.58,0.09,0.11,0.03,0.057,0.24,35.9,1.3,0.33,871.0,13.55,0.03,0.1,12.0,320,10.2,13.8,<0.001,0.01,0.19,5.7,0.5,0.5,33.1,0.01,0.01,14.6,<0.005,0.08,2.99,20,0.49,19.55,69.0,2.6
RC.BH22.033,1124.0,JAT-P3,RC,498900.142,2144435.579,300.058,34,35,,0.02,0.24,0.5,12.4,<0.02,<10,40,0.92,0.49,1.51,0.47,56.3,6.5,129.0,0.27,30.6,3.29,1.99,0.07,0.13,0.03,0.098,0.27,26.3,0.9,0.14,1450.0,16.3,0.02,0.16,11.1,220,11.9,11.1,<0.001,0.01,0.2,2.5,0.4,0.3,27.4,<0.01,<0.01,9.9,<0.005,0.06,1.73,5,0.81,9.42,61.0,4.2
RC.BH22.034,1125.0,JAT-P3,RC,498900.142,2144435.579,299.058,35,36,QA/QC,0.2,0.86,0.54,22.3,0.15,10,50,1.19,8.46,2.06,2.59,36.7,11.7,94.0,0.16,70.8,14.4,3.3,0.25,0.08,0.02,0.873,0.36,17.6,1.2,0.43,10550.0,17.0,0.02,0.12,18.5,340,133.5,9.9,0.001,0.01,0.37,4.3,1,0.3,54.6,0.01,<0.01,5.9,0.007,0.07,2.88,7,1.49,11.2,192.0,2.6
,1126.0,JAT-P3,QA/QC,,,,,,Duplicate of RC.BH22.041,0.01,0.07,0.89,5.3,<0.02,<10,40,1.86,1.25,1.51,0.35,80.9,7.5,75.0,0.36,11.9,5.5,5.0,0.17,0.12,<0.01,0.18,0.22,34.8,1.6,0.11,1220.0,10.35,0.03,0.29,21.7,720,14.0,9.1,0.002,0.01,0.19,11.8,1.2,0.9,32.1,0.03,0.02,5.1,<0.005,0.12,2.94,16,0.28,22.8,169.0,4
RC.BH22.035,1127.0,JAT-P3,RC,498900.142,2144435.579,298.058,36,37,,0.11,0.48,0.57,39.3,0.12,<10,40,1.02,2.11,1.28,0.19,28.8,20.7,59.0,0.14,73.6,17.4,3.81,0.32,0.07,0.01,0.932,0.37,13.2,1.5,0.34,12000.0,12.15,0.02,0.11,33.6,630,13.1,10.2,0.003,0.01,0.61,7.2,1.2,0.4,90.6,0.01,0.03,2.4,0.012,0.08,3.37,23,2.73,10.15,64.0,2.5
RC.BH22.036,1128.0,JAT-P3,RC,498900.142,2144435.579,297.058,37,38,,0.05,0.41,0.78,51.8,0.04,10,50,1.36,0.83,4.65,0.23,36.5,35.1,47.0,0.23,54.3,10.2,3.07,0.19,0.1,0.01,0.256,0.43,16.4,2.7,0.46,4740.0,7.8,0.02,<0.05,31.0,1150,9.3,14.9,0.001,0.01,1.01,9.8,2.2,0.3,88.1,<0.01,0.04,2.6,0.012,0.2,2.72,36,1.07,16.3,66.0,2.4
RC.BH22.037,1129.0,JAT-P3,RC,498900.142,2144435.579,296.058,38,39,,<0.01,0.21,2.39,11,<0.02,10,60,6.44,0.32,3.8,0.44,45.2,41.4,64.0,0.98,100.0,11.2,12.45,0.24,0.09,<0.01,0.136,0.21,18.7,12.7,0.98,2380.0,6.98,0.03,<0.05,57.7,1330,4.9,16.1,0.002,0.03,0.25,22.4,1.2,0.9,85.3,0.01,<0.01,2.7,0.011,0.18,1.71,157,0.4,30.2,163.0,1.1
RC.BH22.038,1130.0,JAT-P3,RC,498900.142,2144435.579,295.058,39,40,,<0.01,0.05,3.27,0.7,<0.02,10,180,3.1,0.12,4.44,0.11,40.1,45.1,91.0,3.45,96.4,8.75,14.7,0.21,0.18,0.01,0.089,0.45,17,18.6,1.94,1660.0,3.65,0.05,<0.05,44.5,1210,2.7,46.2,0.001,0.01,0.07,26.3,<0.2,1,74.6,0.01,<0.01,3.4,0.084,0.25,0.86,196,0.13,25.6,119.0,1.6
RC.BH22.039,1131.0,JAT-P3,RC,498900.142,2144435.579,294.058,40,41,,<0.01,0.08,2.82,2.6,<0.02,<10,150,2.34,0.33,4.37,0.2,55.2,26.2,111.0,1.96,56.9,7.37,13.75,0.19,0.12,0.01,0.107,0.5,24.3,18.8,1.57,1300.0,6.79,0.04,0.09,45.0,850,6.1,29.7,0.006,0.11,0.1,18.4,1.1,1,57.3,0.02,0.02,4.3,0.1,0.24,1.84,124,0.25,21.1,139.0,2.5
RC.BH22.040,1132.0,JAT-P3,RC,498900.142,2144435.579,293.058,41,42,,<0.01,0.08,1.76,1.4,<0.02,10,120,2.03,0.34,2.28,0.28,91.7,9.5,57.0,1.36,9.5,6.97,11.35,0.24,0.19,0.02,0.225,0.45,39.1,8.8,0.43,1710.0,7.05,0.04,0.28,13.5,930,6.5,25.6,0.002,0.01,0.13,16.6,1.7,1.4,43.3,0.01,0.02,5.1,0.082,0.23,3.39,32,0.22,20.2,179.0,6.5
RC.BH22.041,1133.0,JAT-P3,RC,498900.142,2144435.579,292.058,42,43,QA/QC,<0.01,0.07,0.99,5.3,<0.02,10,40,2.13,1.64,1.55,0.35,88.2,7.4,48.0,0.38,11.9,5.54,4.95,0.15,0.14,0.01,0.194,0.25,37.6,1.9,0.11,1200.0,8.19,0.03,0.4,21.0,690,13.6,10.8,0.001,0.01,0.18,12.5,1.7,1,32.1,0.04,0.03,5.4,<0.005,0.11,3.06,16,0.27,23.5,173.0,4.2
,1134.0,JAT-P3,QA/QC,,,,,,BLANK SAMPLE,<0.01,0.03,0.31,0.3,<0.02,<10,10,0.25,0.02,0.05,0.01,3.21,0.6,109.0,0.11,2.3,0.34,1.04,<0.05,0.14,0.02,<0.005,0.3,1.3,0.4,0.02,48.0,8.75,0.04,0.18,2.0,10,12.8,11.5,<0.001,0.01,<0.05,0.3,0.2,0.2,2.0,<0.01,0.01,4.1,<0.005,0.07,1.87,2,0.09,1.77,5.0,2.8
RC.BH22.042,1135.0,JAT-P3,RC,498900.142,2144435.579,291.058,43,44,,0.01,0.19,0.87,45.7,<0.02,<10,60,2.08,0.83,2.03,1.52,62,5.5,48.0,0.33,49.7,5.08,3.65,0.13,0.15,0.01,0.147,0.27,28,2.4,0.15,373.0,10.35,0.02,<0.05,51.7,840,35.2,12.7,0.002,0.01,0.7,7.7,1.7,0.5,19.2,0.01,0.05,4,<0.005,0.14,2.36,60,0.81,16.1,191.0,6
RC.BH22.043,1136.0,JAT-P3,RC,498900.142,2144435.579,290.058,44,45,,0.01,0.14,1.3,24.5,<0.02,10,70,2.16,0.5,0.48,1.72,41.9,23.7,104.0,0.63,100.5,4.17,5.09,0.08,0.11,0.01,0.063,0.24,21.5,5.2,0.35,250.0,18.75,0.03,<0.05,212.0,740,18.3,10.3,0.004,0.01,0.25,4.9,1.4,0.8,16.5,<0.01,0.09,3.3,<0.005,0.12,1.88,181,0.89,11.8,441.0,3.7
RC.BH22.044,1137.0,JAT-P3,RC,498900.142,2144435.579,289.058,45,46,,0.01,0.09,0.84,8.4,<0.02,<10,80,1.43,0.44,0.33,0.92,21.9,14.7,170.0,0.53,57.7,2.94,4.79,0.07,0.09,0.02,0.089,0.16,9.3,3.1,0.21,370.0,19.85,0.02,<0.05,152.5,380,8.8,7.7,0.002,0.01,0.28,4.2,0.6,1.4,12.9,<0.01,0.01,1.8,<0.005,0.2,1.46,124,0.71,9.2,321.0,3.1
RC.BH22.045,1138.0,JAT-P3,RC,498900.142,2144435.579,288.058,46,47,,<0.01,0.06,1.01,5.9,<0.02,<10,70,2.42,0.23,0.5,0.67,71.9,6.2,100.0,0.74,16.3,4.05,7.05,0.13,0.17,0.01,0.107,0.22,32.6,4.6,0.15,683.0,19.8,0.04,0.16,49.8,410,7.8,14.1,0.001,0.01,0.28,4.3,0.3,0.9,19.7,<0.01,0.01,4.9,0.019,0.21,1.9,12,0.61,14.85,196.0,6.5
RC.BH22.046,1139.0,JAT-P3,RC,498900.142,2144435.579,287.058,47,48,,<0.01,0.05,1.35,1.2,<0.02,<10,60,2.1,2.1,0.58,0.22,100,2.7,74.0,1.87,9.8,5.22,11.25,0.23,0.29,0.02,0.217,0.42,46,8.3,0.19,1050.0,15.45,0.05,0.67,11.0,440,5.3,29.8,0.002,0.01,0.12,6.9,0.7,1.3,24.7,0.01,<0.01,5.9,0.093,0.29,2.51,2,0.29,18.75,163.0,13
RC.BH22.047,1140.0,JAT-P3,RC,498900.142,2144435.579,286.058,48,49,,<0.01,0.08,2.23,1.9,<0.02,<10,40,2.21,0.42,2.61,0.28,109.5,14.1,114.0,3.55,10.9,6.01,14.15,0.19,0.17,0.01,0.189,0.46,51.7,21.6,1.03,1050.0,10.25,0.03,0.12,59.8,400,6.1,29.7,0.003,0.24,0.21,8.1,0.5,2.4,27.6,0.01,0.01,5.4,0.063,0.3,2.03,35,0.24,22.9,145.0,6.7
RC.BH22.048,1141.0,JAT-P3,RC,498900.142,2144435.579,285.058,49,50,,<0.01,0.05,0.99,1.1,<0.02,<10,30,1.63,0.22,0.83,0.24,156.5,4.3,92.0,1.73,7.0,4.62,8.63,0.22,0.23,0.01,0.195,0.35,78.7,6.3,0.32,1140.0,11.25,0.04,0.68,18.0,350,6.1,24.1,0.003,0.06,0.12,4.5,0.6,1.3,23.8,0.01,0.01,7.9,0.039,0.2,3.05,9,0.32,21.3,167.0,8.9
RC.BH22.049,1142.0,JAT-P3,RC,498900.142,2144435.579,284.058,50,51,,<0.01,0.05,1.23,2.9,<0.02,<10,40,1.69,0.17,0.39,0.43,>500,9.3,84.0,0.81,18.5,4.03,12.45,0.7,0.18,0.02,0.196,0.22,520,7.0,0.24,518.0,13.95,0.03,0.39,32.2,430,8.5,12.2,0.001,0.02,0.18,4.0,<0.2,1,24.4,0.01,0.01,41.1,0.012,0.16,3.47,14,0.43,39.9,180.0,6.1
RC.BH22.050,1143.0,JAT-P3,RC,498900.142,2144435.579,283.058,51,52,,<0.01,0.09,2.96,18.1,<0.02,10,80,3.46,0.18,0.61,0.6,39.7,43.1,140.0,0.51,93.2,9.69,9.63,0.2,0.06,0.02,0.121,0.18,19.2,21.0,0.87,453.0,19.1,0.04,<0.05,111.5,1160,7.5,10.6,0.007,0.01,0.46,27.7,2.1,0.9,61.1,<0.01,0.05,2.4,<0.005,0.11,2.06,281,0.64,15.7,191.0,1.5
RC.BH22.051,1144.0,JAT-P3,RC,498900.142,2144435.579,282.058,52,53,,0.01,0.16,1.32,29.5,<0.02,<10,120,1.46,0.36,0.34,0.28,47.6,21.6,169.0,0.33,54.4,3.12,4.07,0.09,0.07,<0.01,0.051,0.2,23.9,8.8,0.47,527.0,20.8,0.04,<0.05,124.0,960,46.2,11.5,0.004,0.01,0.39,4.0,0.4,0.3,21.9,<0.01,0.02,4.5,<0.005,0.22,1.62,119,2.03,9.89,180.0,3.2
RC.BH22.052,1145.0,JAT-P3,RC,498900.142,2144435.579,281.058,53,54,,0.01,0.17,1.22,66.5,<0.02,10,100,2.23,0.41,1.68,1.34,146,16.8,119.0,0.56,31.7,3.21,5.49,0.15,0.08,0.01,0.051,0.25,80.1,6.1,0.34,768.0,21.4,0.02,<0.05,75.0,900,30.7,14.8,0.002,0.03,0.81,6.5,2.1,0.5,27.7,<0.01,0.06,8.7,<0.005,0.48,1.87,81,2.37,13.65,141.0,4.1
RC.BH22.053,1146.0,JAT-P3,RC,498900.142,2144435.579,280.058,54,55,QA/QC,0.01,0.23,2.16,48.6,<0.02,10,50,2.41,0.45,2.06,1.19,38.1,27.0,134.0,0.3,68.1,5.46,8.98,0.14,0.06,0.01,0.061,0.2,19.1,18.9,1.28,696.0,21.1,0.02,<0.05,125.0,1070,24.2,12.4,0.017,0.05,0.51,13.5,1.1,0.5,19.5,<0.01,0.13,2.7,<0.005,0.1,1.87,143,1.62,9.62,245.0,3.4
RC.BH22.054,1147.0,JAT-P3,RC,498900.142,2144435.579,279.058,55,56,,0.01,0.28,0.84,74.2,<0.02,10,40,3.49,0.55,4.63,1.36,23.3,24.7,86.0,0.46,51.7,4.77,3.77,0.09,0.07,0.01,0.072,0.24,11.3,3.7,0.99,1070.0,31.5,0.02,<0.05,63.3,610,29.2,14.8,0.003,0.16,1.36,10.8,2.6,0.3,36.2,<0.01,0.14,1,<0.005,0.12,2.44,56,5.99,13.95,156.0,3.1
RC.BH22.055,1148.0,JAT-P3,RC,498900.142,2144435.579,278.058,56,57,,0.01,0.23,1.96,10.6,<0.02,10,80,1.84,0.16,3.64,0.36,20.8,32.2,106.0,0.67,80.6,6.41,8.53,0.18,0.17,<0.01,0.066,0.22,9.6,13.1,1.48,1230.0,11.1,0.06,<0.05,82.6,910,5.3,12.7,0.015,1.18,0.27,22.0,2.8,0.5,79.7,0.01,0.08,1.2,0.084,0.92,1.09,166,0.71,21.4,121.0,2.5
RC.BH22.056,1149.0,JAT-P3,RC,498900.142,2144435.579,277.058,57,58,,<0.01,0.08,2.09,1.5,<0.02,<10,60,0.48,0.08,2.59,0.17,>500,16.1,119.0,1.17,22.4,4.64,12.55,0.47,0.22,0.02,0.146,0.6,320,24.3,1.42,903.0,6.75,0.1,0.63,39.4,520,3.1,32.9,0.001,0.12,0.08,13.7,0.3,1,55.8,0.01,<0.01,24.6,0.224,0.31,1.42,85,0.71,23.3,119.0,3.6
RC.BH22.057,1150.0,JAT-P3,RC,498900.142,2144435.579,276.058,58,59,,<0.01,0.06,0.88,1.3,<0.02,<10,50,0.47,0.07,0.79,0.11,>500,1.9,129.0,0.64,6.7,2.17,9.02,0.39,0.17,0.01,0.13,0.41,310,10.4,0.14,383.0,13.85,0.07,2.87,6.3,230,11.5,25.3,0.003,0.04,0.07,2.5,<0.2,0.9,30.2,0.01,<0.01,31.4,0.084,0.18,10.35,6,1.49,20.4,106.0,4.2
,1151.0,JAT-P3,QA/QC,,,,,,Duplicate of RC.BH22.053,0.01,0.24,2.13,48.9,<0.02,<10,50,2.54,0.44,2.07,1.14,38.2,26.9,138.0,0.35,67.9,5.35,9.12,0.11,0.07,0.03,0.06,0.19,19.5,18.0,1.26,696.0,20.9,0.02,<0.05,122.0,1080,24.6,12.9,0.012,0.06,0.56,13.5,1.3,0.5,20.0,<0.01,0.08,2.7,<0.005,0.09,1.81,140,1.67,9.69,235.0,3.6
